"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,106,"IDN","Indonesia","INDONESIA","Indonesia","Indonesia","Dutch Borneo|Dutch East Indies|Dutch New Guinea|East Indies|Netherlands Indies|West New Guinea|Nederlands Indië","","","Indonésie ","Indonesia ","<U+0418><U+043D><U+0434><U+043E><U+043D><U+0435><U+0437><U+0438><U+044F>","<U+0623><U+0646><U+062F><U+0648><U+0646><U+064A><U+0633><U+064A><U+0627>","<U+5370><U+5EA6><U+5C3C><U+897F><U+4E9A>, <U+5370><U+5C3C> ","","","Indonesia","ID","","ID","360","19491227","Present","212092024","1910842","110.9940141571098","South-Eastern Asia","Asia","1","","","","East Asia & Pacific","Lower middle income","Severely indebted","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1",""
