"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
253,106,"IDN","Indonesia",20,"Maluku Utara",253,"Halmahera Selatan","ID.MU.HS",NA,"","Kabupaten","Regency","","South Halmahera"
254,106,"IDN","Indonesia",20,"Maluku Utara",254,"Halmahera Tengah
Halmahera Tengah
","ID.MU.HT",NA,"","Kabupaten","Regency","","Central Halmahera"
255,106,"IDN","Indonesia",20,"Maluku Utara",255,"Halmahera Timur","ID.MU.HI",NA,"","Kabupaten","Regency","","East Halmahera"
256,106,"IDN","Indonesia",20,"Maluku Utara",256,"Halmahera Utara","ID.MU.HU",NA,"","Kabupaten","Regency","","Maluku Utara|North Halmahera"
257,106,"IDN","Indonesia",20,"Maluku Utara",257,"Kepulauan Sula","ID.MU.KS",NA,"","Kabupaten","Regency","",""
258,106,"IDN","Indonesia",20,"Maluku Utara",258,"Ternate","ID.MU.TE",NA,"","Kotamadya","Municipality","","Kota Ternate"
259,106,"IDN","Indonesia",20,"Maluku Utara",259,"Tidore Kepulauan","ID.MU.TK",NA,"","Kabupaten","Regency","",""
260,106,"IDN","Indonesia",21,"Maluku",260,"Ambon","ID.MA.AM",NA,"","Kabupaten","Regency","","Kota Ambon"
261,106,"IDN","Indonesia",21,"Maluku",261,"Buru","ID.MA.BU",NA,"","Kabupaten","Regency","",""
262,106,"IDN","Indonesia",21,"Maluku",262,"Kepulauan Aru","ID.MA.KA",NA,"","Kabupaten","Regency","","Kepulaan-Aru"
263,106,"IDN","Indonesia",21,"Maluku",263,"Maluku Tengah","ID.MA.MT",NA,"","Kabupaten","Regency","","Central Maluku"
264,106,"IDN","Indonesia",21,"Maluku",264,"Maluku Tenggara Barat","ID.MA.MU",NA,"","Kabupaten","Regency","","West Southeast Maluku"
265,106,"IDN","Indonesia",21,"Maluku",265,"Maluku Tenggara","ID.MA.MG",NA,"","Kabupaten","Regency","",""
266,106,"IDN","Indonesia",21,"Maluku",266,"Seram Bagian Barat","ID.MA.SB",NA,"","Kabupaten","Regency","","West Seram"
267,106,"IDN","Indonesia",21,"Maluku",267,"Seram Bagian Timur","ID.MA.ST",NA,"","Kabupaten","Regency","","East Seram"
268,106,"IDN","Indonesia",22,"Nusa Tenggara Barat",268,"Bima","ID.NB.BI",NA,"","Kabupaten","Regency","",""
269,106,"IDN","Indonesia",22,"Nusa Tenggara Barat",269,"Bima","ID.NB.BM",NA,"","Kotamadya","Municipality","",""
270,106,"IDN","Indonesia",22,"Nusa Tenggara Barat",270,"Dompu","ID.NB.DO",NA,"","Kabupaten","Regency","",""
271,106,"IDN","Indonesia",22,"Nusa Tenggara Barat",271,"Lombok Barat","ID.NB.LB",NA,"","Kabupaten","Regency","",""
272,106,"IDN","Indonesia",22,"Nusa Tenggara Barat",272,"Lombok Tengah","ID.NB.LT",NA,"","Kabupaten","Regency","",""
273,106,"IDN","Indonesia",22,"Nusa Tenggara Barat",273,"Lombok Timur","ID.NB.LI",NA,"","Kabupaten","Regency","",""
274,106,"IDN","Indonesia",22,"Nusa Tenggara Barat",274,"Mataram","ID.NB.MA",NA,"","Kotamadya","Municipality","","Kota Mataram"
275,106,"IDN","Indonesia",22,"Nusa Tenggara Barat",275,"Sumbawa Barat","ID.NB.SB",NA,"","Kabupaten","Regency","","West Sumbawa"
276,106,"IDN","Indonesia",22,"Nusa Tenggara Barat",276,"Sumbawa","ID.NB.SU",NA,"","Kabupaten","Regency","",""
277,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",277,"Alor","ID.NT.AL",NA,"","Kabupaten","Regency","",""
278,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",278,"Belu","ID.NT.BE",NA,"","Kabupaten","Regency","",""
279,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",279,"Ende","ID.NT.EN",NA,"","Kabupaten","Regency","",""
280,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",280,"Flores Timur","ID.NT.FT",NA,"","Kabupaten","Regency","","Flores Timor|East Flores"
281,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",281,"Kupang","ID.NT.KR",NA,"","Kabupaten","Regency","",""
282,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",282,"Kupang","ID.NT.KM",NA,"","Kotamadya","Municipality","",""
283,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",283,"Lembata","ID.NT.LE",NA,"","Kabupaten","Regency","",""
284,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",284,"Manggarai Barat","ID.NT.MB",NA,"","Kabupaten","Regency","","West Manggarai"
285,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",285,"Manggarai","ID.NT.MA",NA,"","Kabupaten","Regency","",""
286,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",286,"Ngada","ID.NT.NG",NA,"","Kabupaten","Regency","",""
287,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",287,"Rote Ndao","ID.NT.RN",NA,"","Kabupaten","Regency","",""
288,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",288,"Sikka","ID.NT.SI",NA,"","Kabupaten","Regency","",""
289,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",289,"Sumba Barat","ID.NT.SB",NA,"","Kabupaten","Regency","","West Sumba"
290,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",290,"Sumba Timur","ID.NT.ST",NA,"","Kabupaten","Regency","","East Sumba"
291,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",291,"Timor Tengah Selatan","ID.NT.TS",NA,"","Kabupaten","Regency","","South Central Timor"
292,106,"IDN","Indonesia",23,"Nusa Tenggara Timur",292,"Timor Tengah Utara","ID.NT.TU",NA,"","Kabupaten","Regency","","North Central Timor"
293,106,"IDN","Indonesia",24,"Papua",293,"Asmat","ID.PA.AS",NA,"","Kabupaten","Regency","",""
294,106,"IDN","Indonesia",24,"Papua",294,"Biak Numfor","ID.PA.BN",NA,"","Kabupaten","Regency","",""
295,106,"IDN","Indonesia",24,"Papua",295,"Boven Digoel","ID.PA.BD",NA,"","Kabupaten","Regency","",""
296,106,"IDN","Indonesia",24,"Papua",296,"Jayapura","ID.PA.JR",NA,"","Kotamadya","Municipality","",""
297,106,"IDN","Indonesia",24,"Papua",297,"Jayawijaya","ID.PA.JA",NA,"","Kabupaten","Regency","",""
298,106,"IDN","Indonesia",24,"Papua",298,"Keerom","ID.PA.KE",NA,"","Kabupaten","Regency","",""
299,106,"IDN","Indonesia",24,"Papua",299,"Kota Jayapura","ID.PA.JM",NA,"","Kotamadya","Municipality","","Jayapura"
300,106,"IDN","Indonesia",24,"Papua",300,"Mappi","ID.PA.MP",NA,"","Kabupaten","Regency","",""
301,106,"IDN","Indonesia",24,"Papua",301,"Merauke","ID.PA.ME",NA,"","Kabupaten","Regency","",""
302,106,"IDN","Indonesia",24,"Papua",302,"Mimika","ID.PA.MI",NA,"","Kabupaten","Regency","",""
303,106,"IDN","Indonesia",24,"Papua",303,"Nabire","ID.PA.NA",NA,"","Kabupaten","Regency","",""
304,106,"IDN","Indonesia",24,"Papua",304,"Paniai","ID.PA.PA",NA,"","Kabupaten","Regency","",""
305,106,"IDN","Indonesia",24,"Papua",305,"Pegunungan Bintang","ID.PA.PB",NA,"","Kabupaten","Regency","",""
306,106,"IDN","Indonesia",24,"Papua",306,"Puncak Jaya","ID.PA.PJ",NA,"","Kabupaten","Regency","",""
307,106,"IDN","Indonesia",24,"Papua",307,"Sarmi","ID.PA.SA",NA,"","Kabupaten","Regency","",""
308,106,"IDN","Indonesia",24,"Papua",308,"Supiori","ID.PA.SU",NA,"","Kabupaten","Regency","",""
309,106,"IDN","Indonesia",24,"Papua",309,"Tolikara","ID.PA.TO",NA,"","Kabupaten","Regency","",""
310,106,"IDN","Indonesia",24,"Papua",310,"Waropen","ID.PA.WA",NA,"","Kabupaten","Regency","",""
311,106,"IDN","Indonesia",24,"Papua",311,"Yahukimo","ID.PA.YA",NA,"","Kabupaten","Regency","",""
312,106,"IDN","Indonesia",24,"Papua",312,"Yapen Waropen","ID.PA.YW",NA,"","Kabupaten","Regency","",""
313,106,"IDN","Indonesia",25,"Riau",313,"Bengkalis","ID.RI.BE",NA,"","Kabupaten","Regency","",""
314,106,"IDN","Indonesia",25,"Riau",314,"Dumai","ID.RI.DU",NA,"","Kotamadya","Municipality","","Kota Dumai"
315,106,"IDN","Indonesia",25,"Riau",315,"Indragiri Hilir","ID.RI.II",NA,"","Kabupaten","Regency","",""
316,106,"IDN","Indonesia",25,"Riau",316,"Indragiri Hulu","ID.RI.IU",NA,"","Kabupaten","Regency","",""
317,106,"IDN","Indonesia",25,"Riau",317,"Kampar","ID.RI.KA",NA,"","Kabupaten","Regency","",""
318,106,"IDN","Indonesia",25,"Riau",318,"Kuantan Singingi","ID.RI.KS",NA,"","Kabupaten","Regency","",""
319,106,"IDN","Indonesia",25,"Riau",319,"Pekan Baru","ID.RI.PB",NA,"","Kotamadya","Municipality","","Kota Pekan Baru"
320,106,"IDN","Indonesia",25,"Riau",320,"Pelalawan","ID.RI.PE",NA,"","Kabupaten","Regency","",""
321,106,"IDN","Indonesia",25,"Riau",321,"Rokan Hilir","ID.RI.RI",NA,"","Kabupaten","Regency","",""
322,106,"IDN","Indonesia",25,"Riau",322,"Rokan Hulu","ID.RI.RH",NA,"","Kabupaten","Regency","",""
323,106,"IDN","Indonesia",25,"Riau",323,"Siak","ID.RI.SI",NA,"","Kabupaten","Regency","",""
324,106,"IDN","Indonesia",26,"Sulawesi Barat",324,"Majene","ID.SR.MJ",NA,"","Kabupaten","Regency","",""
325,106,"IDN","Indonesia",26,"Sulawesi Barat",325,"Mamasa","ID.SR.MA",NA,"","Kabupaten","Regency","",""
326,106,"IDN","Indonesia",26,"Sulawesi Barat",326,"Mamuju Utara","ID.SR.MU",NA,"","Kabupaten","Regency","",""
327,106,"IDN","Indonesia",26,"Sulawesi Barat",327,"Mamuju","ID.SR.MM",NA,"","Kabupaten","Regency","",""
328,106,"IDN","Indonesia",26,"Sulawesi Barat",328,"Polewali Mamasa","ID.SR.PM",NA,"","Kabupaten","Regency","",""
329,106,"IDN","Indonesia",27,"Sulawesi Selatan",329,"Bantaeng","ID.SE.BT",NA,"","Kabupaten","Regency","",""
330,106,"IDN","Indonesia",27,"Sulawesi Selatan",330,"Barru","ID.SE.BR",NA,"","Kabupaten","Regency","",""
331,106,"IDN","Indonesia",27,"Sulawesi Selatan",331,"Bone","ID.SE.BO",NA,"","Kabupaten","Regency","",""
332,106,"IDN","Indonesia",27,"Sulawesi Selatan",332,"Bulukumba","ID.SE.BU",NA,"","Kabupaten","Regency","",""
333,106,"IDN","Indonesia",27,"Sulawesi Selatan",333,"Enrekang","ID.SE.EN",NA,"","Kabupaten","Regency","",""
334,106,"IDN","Indonesia",27,"Sulawesi Selatan",334,"Gowa","ID.SE.GO",NA,"","Kabupaten","Regency","",""
335,106,"IDN","Indonesia",27,"Sulawesi Selatan",335,"Jeneponto","ID.SE.JE",NA,"","Kabupaten","Regency","",""
336,106,"IDN","Indonesia",27,"Sulawesi Selatan",336,"Luwu Timur","ID.SE.LT",NA,"","Kabupaten","Regency","",""
337,106,"IDN","Indonesia",27,"Sulawesi Selatan",337,"Luwu Utara","ID.SE.LU",NA,"","Kabupaten","Regency","",""
338,106,"IDN","Indonesia",27,"Sulawesi Selatan",338,"Luwu","ID.SE.LW",NA,"","Kabupaten","Regency","",""
339,106,"IDN","Indonesia",27,"Sulawesi Selatan",339,"Makassar","ID.SE.UP",NA,"","Kotamadya","Municipality","","Kota Makasar|Ujung Pandang"
340,106,"IDN","Indonesia",27,"Sulawesi Selatan",340,"Maros","ID.SE.MR",NA,"","Kabupaten","Regency","",""
341,106,"IDN","Indonesia",27,"Sulawesi Selatan",341,"Palopo","ID.SE.PA",NA,"","Kotamadya","Municipality","","Kota Palopo"
342,106,"IDN","Indonesia",27,"Sulawesi Selatan",342,"Pangkajene Kepulauan","ID.SE.PK",NA,"","Kabupaten","Regency","",""
343,106,"IDN","Indonesia",27,"Sulawesi Selatan",343,"Pare-Pare","ID.SE.PP",NA,"","Kotamadya","Municipality","","Kota Pare-Pare"
344,106,"IDN","Indonesia",27,"Sulawesi Selatan",344,"Pinrang","ID.SE.PI",NA,"","Kabupaten","Regency","",""
345,106,"IDN","Indonesia",27,"Sulawesi Selatan",345,"Selayar","ID.SE.SE",NA,"","Kabupaten","Regency","",""
346,106,"IDN","Indonesia",27,"Sulawesi Selatan",346,"Sidenreng Rappang","ID.SE.SR",NA,"","Kabupaten","Regency","",""
347,106,"IDN","Indonesia",27,"Sulawesi Selatan",347,"Sinjai","ID.SE.SI",NA,"","Kabupaten","Regency","",""
348,106,"IDN","Indonesia",27,"Sulawesi Selatan",348,"Soppeng","ID.SE.SO",NA,"","Kabupaten","Regency","",""
349,106,"IDN","Indonesia",27,"Sulawesi Selatan",349,"Takalar","ID.SE.TA",NA,"","Kabupaten","Regency","",""
350,106,"IDN","Indonesia",27,"Sulawesi Selatan",350,"Tana Toraja","ID.SE.TT",NA,"","Kabupaten","Regency","",""
351,106,"IDN","Indonesia",27,"Sulawesi Selatan",351,"Wajo","ID.SE.WA",NA,"","Kabupaten","Regency","",""
352,106,"IDN","Indonesia",28,"Sulawesi Tengah",352,"Banggai Kepulauan","ID.ST.BK",NA,"","Kabupaten","Regency","",""
353,106,"IDN","Indonesia",28,"Sulawesi Tengah",353,"Banggai","ID.ST.BA",NA,"","Kabupaten","Regency","",""
354,106,"IDN","Indonesia",28,"Sulawesi Tengah",354,"Buol","ID.ST.BT",NA,"","Kabupaten","Regency","","Buol Toli-Toli"
355,106,"IDN","Indonesia",28,"Sulawesi Tengah",355,"Donggala","ID.ST.DO",NA,"","Kabupaten","Regency","",""
356,106,"IDN","Indonesia",28,"Sulawesi Tengah",356,"Morowali","ID.ST.MO",NA,"","Kabupaten","Regency","",""
357,106,"IDN","Indonesia",28,"Sulawesi Tengah",357,"Palu","ID.ST.PA",NA,"","Kotamadya","Municipality","","Kota Palu"
358,106,"IDN","Indonesia",28,"Sulawesi Tengah",358,"Parigi Moutong","ID.ST.PM",NA,"","Kabupaten","Regency","",""
359,106,"IDN","Indonesia",28,"Sulawesi Tengah",359,"Poso","ID.ST.PO",NA,"","Kabupaten","Regency","",""
360,106,"IDN","Indonesia",28,"Sulawesi Tengah",360,"Tojo Una-Una","ID.ST.TU",NA,"","Kabupaten","Regency","",""
361,106,"IDN","Indonesia",28,"Sulawesi Tengah",361,"Toli-Toli","ID.ST.TT",NA,"","Kabupaten","Regency","",""
362,106,"IDN","Indonesia",29,"Sulawesi Tenggara",362,"Baubau","ID.SG.BA",NA,"","Kotamadya","Municipality","","Kota Bau-Bau"
363,106,"IDN","Indonesia",29,"Sulawesi Tenggara",363,"Bombana","ID.SG.BO",NA,"","Kabupaten","Regency","",""
364,106,"IDN","Indonesia",29,"Sulawesi Tenggara",364,"Buton","ID.SG.BU",NA,"","Kabupaten","Regency","",""
365,106,"IDN","Indonesia",29,"Sulawesi Tenggara",365,"Kendari","ID.SG.KR",NA,"","Kotamadya","Municipality","",""
366,106,"IDN","Indonesia",29,"Sulawesi Tenggara",366,"Kolaka Utara","ID.SG.KU",NA,"","Kabupaten","Regency","",""
367,106,"IDN","Indonesia",29,"Sulawesi Tenggara",367,"Kolaka","ID.SG.KO",NA,"","Kabupaten","Regency","",""
368,106,"IDN","Indonesia",29,"Sulawesi Tenggara",368,"Konawe Selatan","ID.SG.KS",NA,"","Kotamadya","Municipality","",""
369,106,"IDN","Indonesia",29,"Sulawesi Tenggara",369,"Kota Kendari","ID.SG.KM",NA,"","Kotamadya","Municipality","","Kendari"
370,106,"IDN","Indonesia",29,"Sulawesi Tenggara",370,"Muna","ID.SG.MU",NA,"","Kabupaten","Regency","",""
371,106,"IDN","Indonesia",29,"Sulawesi Tenggara",371,"Wakatobi","ID.SG.WA",NA,"","Kabupaten","Regency","",""
372,106,"IDN","Indonesia",30,"Sulawesi Utara",372,"Bitung","ID.SW.BI",NA,"","Kotamadya","Municipality","","Kota Bitung"
373,106,"IDN","Indonesia",30,"Sulawesi Utara",373,"Bolaang Mongondow","ID.SW.BM",NA,"","Kabupaten","Regency","","Bolaang Mangondow|Bolaang Mengondow|"
374,106,"IDN","Indonesia",30,"Sulawesi Utara",374,"Kepulauan Sangihe Talaud","ID.SW.KS",NA,"","Kabupaten","Regency","","Kepulauan Talaud"
375,106,"IDN","Indonesia",30,"Sulawesi Utara",375,"Manado","ID.SW.MA",NA,"","Kotamadya","Municipality","","Kota Manado"
376,106,"IDN","Indonesia",30,"Sulawesi Utara",376,"Minahasa Selatan","ID.SW.MS",NA,"","Kabupaten","Regency","",""
377,106,"IDN","Indonesia",30,"Sulawesi Utara",377,"Minahasa Utara","ID.SW.MU",NA,"","Kabupaten","Regency","","North Minahasa"
378,106,"IDN","Indonesia",30,"Sulawesi Utara",378,"Minahasa","ID.SW.MI",NA,"","Kabupaten","Regency","",""
379,106,"IDN","Indonesia",30,"Sulawesi Utara",379,"Sangihe Talaud","ID.SW.ST",NA,"","Kabupaten","Regency","","Kepulauan Talaud"
380,106,"IDN","Indonesia",30,"Sulawesi Utara",380,"Tomohon","ID.SW.TO",NA,"","Kabupaten","Regency","",""
381,106,"IDN","Indonesia",31,"Sumatera Barat",381,"Agam","ID.SB.AG",NA,"","Kabupaten","Regency","",""
382,106,"IDN","Indonesia",31,"Sumatera Barat",382,"Bukittinggi","ID.SB.BU",NA,"","Kotamadya","Municipality","","Kota Bukittinggi"
383,106,"IDN","Indonesia",31,"Sumatera Barat",383,"Dharmasraya","ID.SB.DH",NA,"","Kabupaten","Regency","",""
384,106,"IDN","Indonesia",31,"Sumatera Barat",384,"Kepulauan Mentawai","ID.SB.KM",NA,"","Kabupaten","Regency","",""
385,106,"IDN","Indonesia",31,"Sumatera Barat",385,"Kota Solok","ID.SB.SM",NA,"","Kotamadya","Municipality","","Solok"
386,106,"IDN","Indonesia",31,"Sumatera Barat",386,"Lima Puluh Koto","ID.SB.LP",NA,"","Kabupaten","Regency","",""
387,106,"IDN","Indonesia",31,"Sumatera Barat",387,"Padang Panjang","ID.SB.PJ",NA,"","Kotamadya","Municipality","","Kota Padang Panjang"
388,106,"IDN","Indonesia",31,"Sumatera Barat",388,"Padang Pariaman","ID.SB.PP",NA,"","Kabupaten","Regency","",""
389,106,"IDN","Indonesia",31,"Sumatera Barat",389,"Padang","ID.SB.PD",NA,"","Kotamadya","Municipality","","Kota Padang"
390,106,"IDN","Indonesia",31,"Sumatera Barat",390,"Pariaman","ID.SB.PA",NA,"","Kotamadya","Municipality","","Kota Pariaman"
391,106,"IDN","Indonesia",31,"Sumatera Barat",391,"Pasaman Barat","ID.SB.PB",NA,"","Kabupaten","Regency","",""
392,106,"IDN","Indonesia",31,"Sumatera Barat",392,"Pasaman","ID.SB.PM",NA,"","Kabupaten","Regency","",""
393,106,"IDN","Indonesia",31,"Sumatera Barat",393,"Payakumbuh","ID.SB.PY",NA,"","Kotamadya","Municipality","","Kota Payakumbuh|Payahkumbuh"
394,106,"IDN","Indonesia",31,"Sumatera Barat",394,"Pesisir Selatan","ID.SB.PS",NA,"","Kabupaten","Regency","",""
395,106,"IDN","Indonesia",31,"Sumatera Barat",395,"Sawah Lunto","ID.SB.SL",NA,"","Kotamadya","Municipality","","Kota Sawah Lunto"
396,106,"IDN","Indonesia",31,"Sumatera Barat",396,"Sawahlunto","ID.SB.SS",NA,"","Kabupaten","Regency","","Sijunjung"
397,106,"IDN","Indonesia",31,"Sumatera Barat",397,"Solok Selatan","ID.SB.SK",NA,"","Kabupaten","Regency","",""
398,106,"IDN","Indonesia",31,"Sumatera Barat",398,"Solok","ID.SB.SR",NA,"","Kabupaten","Regency","",""
399,106,"IDN","Indonesia",31,"Sumatera Barat",399,"Tanah Datar","ID.SB.TD",NA,"","Kabupaten","Regency","",""
400,106,"IDN","Indonesia",32,"Sumatera Selatan",400,"Banyuasin","ID.SL.BA",NA,"","Kabupaten","Regency","","Banyu Asin"
401,106,"IDN","Indonesia",32,"Sumatera Selatan",401,"Lahat","ID.SL.LA",NA,"","Kabupaten","Regency","",""
402,106,"IDN","Indonesia",32,"Sumatera Selatan",402,"Lubuk Linggau","ID.SL.LL",NA,"","Kotamadya","Municipality","","Kota Lubuk Linggau"
403,106,"IDN","Indonesia",32,"Sumatera Selatan",403,"Muara Enim","ID.SL.ME",NA,"","Kabupaten","Regency","",""
404,106,"IDN","Indonesia",32,"Sumatera Selatan",404,"Musi Banyu Asin","ID.SL.MB",NA,"","Kabupaten","Regency","",""
405,106,"IDN","Indonesia",32,"Sumatera Selatan",405,"Musi Rawas","ID.SL.MR",NA,"","Kabupaten","Regency","",""
406,106,"IDN","Indonesia",32,"Sumatera Selatan",406,"Ogan Ilir","ID.SL.OI",NA,"","Kabupaten","Regency","","Ogan Kemering Ilir|Ogan Komering Hilir"
407,106,"IDN","Indonesia",32,"Sumatera Selatan",407,"Ogan Komering Ilir","ID.SL.OH",NA,"","Kabupaten","Regency","","Ogan Kemering Ilir|Ogan Komering Hilir"
408,106,"IDN","Indonesia",32,"Sumatera Selatan",408,"Ogan Komering Ulu Selatan","ID.SL.OS",NA,"","Kabupaten","Regency","",""
409,106,"IDN","Indonesia",32,"Sumatera Selatan",409,"Ogan Komering Ulu Timur","ID.SL.OT",NA,"","Kabupaten","Regency","",""
410,106,"IDN","Indonesia",32,"Sumatera Selatan",410,"Ogan Komering Ulu","ID.SL.OU",NA,"","Kabupaten","Regency","",""
411,106,"IDN","Indonesia",32,"Sumatera Selatan",411,"Pagar Alam","ID.SL.PG",NA,"","Kabupaten","Regency","",""
412,106,"IDN","Indonesia",32,"Sumatera Selatan",412,"Palembang","ID.SL.PA",NA,"","Kotamadya","Municipality","","Kota Palembang"
413,106,"IDN","Indonesia",32,"Sumatera Selatan",413,"Prabumulih","ID.SL.PR",NA,"","Kotamadya","Municipality","","Kota Prabumulih"
414,106,"IDN","Indonesia",33,"Sumatera Utara",414,"Asahan","ID.SU.AS",NA,"","Kabupaten","Regency","",""
415,106,"IDN","Indonesia",33,"Sumatera Utara",415,"Binjai","ID.SU.BI",NA,"","Kotamadya","Municipality","","Kota Binjai"
416,106,"IDN","Indonesia",33,"Sumatera Utara",416,"Dairi","ID.SU.DA",NA,"","Kabupaten","Regency","",""
417,106,"IDN","Indonesia",33,"Sumatera Utara",417,"Deli Serdang","ID.SU.DS",NA,"","Kabupaten","Regency","",""
418,106,"IDN","Indonesia",33,"Sumatera Utara",418,"Humbang Hasundutan","ID.SU.HH",NA,"","Kabupaten","Regency","",""
419,106,"IDN","Indonesia",33,"Sumatera Utara",419,"Karo","ID.SU.KA",NA,"","Kabupaten","Regency","",""
420,106,"IDN","Indonesia",33,"Sumatera Utara",420,"Labuhan Batu","ID.SU.LB",NA,"","Kabupaten","Regency","",""
421,106,"IDN","Indonesia",33,"Sumatera Utara",421,"Lake Toba","",NA,"","Water body","Water body","",""
422,106,"IDN","Indonesia",33,"Sumatera Utara",422,"Langkat","ID.SU.LA",NA,"","Kabupaten","Regency","",""
423,106,"IDN","Indonesia",33,"Sumatera Utara",423,"Mandailing Natal","ID.SU.MN",NA,"","Kabupaten","Regency","",""
424,106,"IDN","Indonesia",33,"Sumatera Utara",424,"Medan","ID.SU.ME",NA,"","Kotamadya","Municipality","","Kota Medan"
425,106,"IDN","Indonesia",33,"Sumatera Utara",425,"Nias Selatan","ID.SU.NS",NA,"","Kabupaten","Regency","",""
426,106,"IDN","Indonesia",33,"Sumatera Utara",426,"Nias","ID.SU.NI",NA,"","Kabupaten","Regency","",""
427,106,"IDN","Indonesia",33,"Sumatera Utara",427,"Padang Sidempuan","ID.SU.PD",NA,"","Kotamadya","Municipality","","Kota Padang Sidempuan"
428,106,"IDN","Indonesia",33,"Sumatera Utara",428,"Pakpak Bharat","ID.SU.PB",NA,"","Kabupaten","Regency","",""
429,106,"IDN","Indonesia",33,"Sumatera Utara",429,"Pematang Siantar","ID.SU.PS",NA,"","Kotamadya","Municipality","","Kota Pematang Siantar"
430,106,"IDN","Indonesia",33,"Sumatera Utara",430,"Samosir","ID.SU.SA",NA,"","Kabupaten","Regency","",""
431,106,"IDN","Indonesia",33,"Sumatera Utara",431,"Serdang Bedagai","ID.SU.SD",NA,"","Kabupaten","Regency","",""
432,106,"IDN","Indonesia",33,"Sumatera Utara",432,"Sibolga","ID.SU.SB",NA,"","Kotamadya","Municipality","","Kota Sibolga"
433,106,"IDN","Indonesia",33,"Sumatera Utara",433,"Simalungun","ID.SU.SM",NA,"","Kabupaten","Regency","",""
434,106,"IDN","Indonesia",33,"Sumatera Utara",434,"Tanjung Balai","ID.SU.TB",NA,"","Kotamadya","Municipality","","Kota Tanjung Balai"
435,106,"IDN","Indonesia",33,"Sumatera Utara",435,"Tapanuli Selatan","ID.SU.TS",NA,"","Kabupaten","Regency","","South Tapanuli"
436,106,"IDN","Indonesia",33,"Sumatera Utara",436,"Tapanuli Tengah","ID.SU.TT",NA,"","Kabupaten","Regency","","Central Tapanuli"
437,106,"IDN","Indonesia",33,"Sumatera Utara",437,"Tapanuli Utara","ID.SU.TU",NA,"","Kabupaten","Regency","",""
438,106,"IDN","Indonesia",33,"Sumatera Utara",438,"Tebing Tinggi","ID.SU.TG",NA,"","Kotamadya","Municipality","","Kota Tebing Tinggi"
439,106,"IDN","Indonesia",33,"Sumatera Utara",439,"Toba Samosir","ID.SU.TR",NA,"","Kabupaten","Regency","",""
440,106,"IDN","Indonesia",34,"Yogyakarta",440,"Bantul","ID.YO.BA",NA,"","Kabupaten","Regency","",""
441,106,"IDN","Indonesia",34,"Yogyakarta",441,"Gunung Kidul","ID.YO.GK",NA,"","Kabupaten","Regency","",""
442,106,"IDN","Indonesia",34,"Yogyakarta",442,"Kulon Progo","ID.YO.KP",NA,"","Kabupaten","Regency","",""
443,106,"IDN","Indonesia",34,"Yogyakarta",443,"Sleman","ID.YO.SL",NA,"","Kabupaten","Regency","",""
444,106,"IDN","Indonesia",34,"Yogyakarta",444,"Yogyakarta","ID.YO.YO",NA,"","Kotamadya","Municipality","","Kota Yogyakarta"
